timestamp,longitude,latitude,speed,fuel_consumption,wind_speed,wind_direction,course,engine_power,draft,vessel_name,voyage_id,departure_port,arrival_port
2024-01-10 00:00:00,129.685024,30.019011,15.07,26.09,17.75,112.23,107.08,740.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 00:10:00,129.706555,30.015621,16.25,29.29,10.7,252.59,108.77,884.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 00:20:00,129.728085,30.012217,12.81,42.5,15.54,220.39,104.85,1320.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 00:30:00,129.749616,30.0088,16.43,31.22,13.19,131.0,101.58,926.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 00:40:00,129.771146,30.005369,16.5,28.39,12.99,12.79,112.61,853.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 00:50:00,129.792676,30.001926,16.29,31.81,7.93,331.07,108.92,961.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 01:00:00,129.814205,29.998469,16.06,30.72,8.24,211.85,116.72,952.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 01:10:00,129.835733,29.994998,17.14,30.42,19.68,229.1,113.09,891.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 01:20:00,129.85726,29.991515,16.25,29.08,13.5,105.5,100.26,909.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 01:30:00,129.878786,29.988018,16.28,32.07,10.56,339.34,103.66,920.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 01:40:00,129.900312,29.984507,16.08,28.53,12.73,255.0,113.03,808.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 01:50:00,129.921836,29.980984,15.78,26.86,6.32,343.5,74.38,756.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 02:00:00,129.943358,29.977447,16.84,33.22,3.57,232.85,111.48,963.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 02:10:00,129.964879,29.973897,15.71,24.85,6.99,58.69,108.98,727.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 02:20:00,129.986399,29.970333,17.05,31.92,3.29,97.76,81.16,963.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 02:30:00,130.007916,29.966757,16.26,28.59,15.2,188.34,112.95,796.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 02:40:00,130.029432,29.963167,16.6,29.73,14.08,225.95,88.2,857.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 02:50:00,130.050946,29.959563,16.02,28.99,12.19,257.81,107.93,863.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 03:00:00,130.072458,29.955946,15.77,30.84,6.14,143.95,110.42,785.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 03:10:00,130.093967,29.952316,17.33,32.63,8.24,132.45,118.17,1111.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 03:20:00,130.115474,29.948673,16.31,29.59,4.77,289.49,108.57,902.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 03:30:00,130.136979,29.945017,16.24,30.14,8.72,264.18,114.07,956.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 03:40:00,130.158481,29.941347,17.35,34.01,11.33,78.95,107.76,1088.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 03:50:00,130.17998,29.937664,16.41,30.45,5.38,203.97,115.24,931.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 04:00:00,130.201476,29.933967,16.78,30.5,3.23,198.29,106.4,906.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 04:10:00,130.222969,29.930258,16.27,28.11,3.72,84.85,83.51,850.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 04:20:00,130.244459,29.926535,16.17,31.13,13.4,42.58,143.78,988.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 04:30:00,130.265946,29.922798,16.39,27.67,19.28,347.22,64.21,797.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 04:40:00,130.28743,29.919049,16.85,31.32,10.46,43.18,86.75,890.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 04:50:00,130.30891,29.915286,15.65,29.28,14.4,162.99,113.69,773.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 05:00:00,130.330386,29.91151,17.31,31.44,9.39,256.05,115.26,976.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 05:10:00,130.351859,29.907721,16.64,34.36,5.68,244.72,98.64,1186.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 05:20:00,130.373328,29.903918,16.79,30.01,7.22,115.94,113.36,936.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 05:30:00,130.394792,29.900103,17.41,31.78,5.38,309.23,104.73,970.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 05:40:00,130.416253,29.896274,16.67,32.14,8.64,155.04,110.98,968.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 05:50:00,130.437709,29.892431,17.37,30.46,15.54,223.93,108.94,834.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 06:00:00,130.459161,29.888576,15.91,28.6,7.21,154.42,114.44,805.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 06:10:00,130.480609,29.884707,17.22,32.93,14.97,104.87,122.79,1037.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 06:20:00,130.502052,29.880825,16.78,30.63,3.56,329.14,111.44,779.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 06:30:00,130.52349,29.87693,16.44,31.13,10.39,131.35,109.45,933.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 06:40:00,130.544923,29.873021,16.2,26.22,18.89,359.83,100.16,726.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 06:50:00,130.566351,29.8691,16.42,28.81,6.7,155.89,94.06,858.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 07:00:00,130.587774,29.865165,16.14,29.16,14.48,271.86,139.85,916.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 07:10:00,130.609192,29.861217,16.79,32.78,16.67,134.44,108.95,1104.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 07:20:00,130.630605,29.857255,16.24,28.57,10.59,328.94,83.06,845.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 07:30:00,130.652012,29.853281,16.26,27.28,12.18,274.73,122.04,874.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 07:40:00,130.673413,29.849293,17.01,28.9,8.27,268.19,114.38,847.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 07:50:00,130.694809,29.845292,16.83,30.4,5.24,140.09,109.69,904.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 08:00:00,130.716199,29.841278,17.18,31.26,14.66,205.94,113.14,932.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 08:10:00,130.737583,29.837251,16.22,27.18,5.58,332.08,121.02,873.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 08:20:00,130.758961,29.833211,16.81,30.66,8.09,39.65,116.98,932.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 08:30:00,130.780332,29.829157,16.7,32.15,11.22,238.91,113.04,938.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 08:40:00,130.801698,29.82509,16.13,26.78,13.61,83.84,117.5,788.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 08:50:00,130.823056,29.82101,16.69,30.76,12.8,334.84,118.74,910.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 09:00:00,130.844408,29.816917,16.38,27.52,14.0,309.51,112.1,888.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 09:10:00,130.865754,29.812811,17.21,32.05,6.71,335.44,119.03,869.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 09:20:00,130.887092,29.808692,17.93,32.45,12.7,46.51,114.62,953.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 09:30:00,130.908424,29.804559,16.54,31.01,11.86,116.78,114.86,1078.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 09:40:00,130.929749,29.800414,16.23,27.96,6.76,15.97,109.51,815.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 09:50:00,130.951066,29.796255,16.71,35.55,3.98,112.63,111.62,1099.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 10:00:00,130.972376,29.792083,16.79,32.25,8.37,238.63,109.42,1014.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 10:10:00,130.993678,29.787899,16.6,28.6,15.17,215.79,111.49,916.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 10:20:00,131.014973,29.783701,16.71,32.18,5.21,32.85,110.25,1010.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 10:30:00,131.036261,29.779489,17.35,35.56,14.71,29.99,111.83,1119.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 10:40:00,131.05754,29.775265,17.22,32.16,13.58,48.7,116.3,947.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 10:50:00,131.078812,29.771028,16.56,28.39,17.84,326.55,108.55,877.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 11:00:00,131.100075,29.766778,16.95,31.23,7.91,154.17,104.44,891.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 11:10:00,131.121331,29.762515,16.87,30.53,18.14,337.63,113.18,890.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 11:20:00,131.142578,29.758238,16.8,29.0,13.23,88.46,106.77,929.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 11:30:00,131.163816,29.753949,16.6,28.55,11.71,42.19,108.48,766.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 11:40:00,131.185046,29.749646,16.24,29.31,7.32,224.98,116.08,931.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 11:50:00,131.206268,29.745331,15.39,50.42,6.15,294.48,117.55,1535.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 12:00:00,131.22748,29.741002,17.55,34.16,17.99,235.63,113.01,976.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 12:10:00,131.248684,29.736661,16.92,30.63,13.5,201.46,86.84,891.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 12:20:00,131.269879,29.732306,17.26,32.69,6.69,67.53,118.27,1022.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 12:30:00,131.291064,29.727939,17.1,31.7,16.99,191.74,114.13,978.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 12:40:00,131.31224,29.723558,16.96,30.37,3.38,247.21,106.5,895.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 12:50:00,131.333407,29.719165,18.04,33.03,19.79,199.0,66.43,1009.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 13:00:00,131.354565,29.714758,17.3,33.18,18.09,168.79,120.22,1023.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 13:10:00,131.375712,29.710339,19.73,42.89,3.98,179.6,113.26,1306.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 13:20:00,131.39685,29.705907,16.67,29.73,14.02,160.13,121.58,992.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 13:30:00,131.417979,29.701462,17.72,35.54,6.46,317.39,123.88,1117.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 13:40:00,131.439097,29.697003,16.77,31.2,10.66,80.64,112.08,997.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 13:50:00,131.460205,29.692532,17.15,30.89,14.82,354.25,113.08,881.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 14:00:00,131.481303,29.688048,16.25,28.81,7.16,341.82,120.92,817.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 14:10:00,131.50239,29.683551,18.34,35.56,11.16,131.93,121.4,1048.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 14:20:00,131.523467,29.679042,17.0,28.85,4.83,15.79,111.36,816.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 14:30:00,131.544534,29.674519,17.04,30.12,8.68,353.95,115.66,865.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 14:40:00,131.56559,29.669983,17.16,32.36,15.97,271.42,121.1,1036.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 14:50:00,131.586635,29.665435,16.39,29.35,5.23,185.98,115.99,848.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 15:00:00,131.607669,29.660874,16.88,31.98,13.49,106.28,116.59,969.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 15:10:00,131.628692,29.6563,17.19,32.5,11.29,245.97,113.31,898.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 15:20:00,131.649704,29.651713,16.33,30.01,16.59,111.57,119.25,827.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 15:30:00,131.670704,29.647113,17.23,34.89,3.19,188.02,114.61,907.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 15:40:00,131.691693,29.6425,17.33,31.68,12.29,18.58,120.24,963.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 15:50:00,131.712671,29.637875,16.68,29.84,7.68,189.33,120.2,965.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 16:00:00,131.733637,29.633237,17.37,34.84,15.75,35.9,110.93,986.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 16:10:00,131.754591,29.628586,17.49,34.26,6.87,269.9,110.54,1044.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 16:20:00,131.775534,29.623923,17.21,30.24,17.47,263.39,117.5,934.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 16:30:00,131.796464,29.619246,16.81,31.33,18.28,303.78,122.32,983.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 16:40:00,131.817383,29.614557,18.44,34.3,3.64,75.0,105.19,1079.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 16:50:00,131.838289,29.609855,17.85,32.83,16.02,268.6,110.78,1008.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 17:00:00,131.859183,29.605141,15.84,53.69,13.31,86.72,84.51,1608.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 17:10:00,131.880064,29.600413,17.1,29.84,13.04,46.75,124.38,866.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 17:20:00,131.900933,29.595673,17.7,30.18,19.35,267.63,118.71,1001.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 17:30:00,131.921789,29.590921,17.38,33.52,15.04,111.66,117.31,1074.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 17:40:00,131.942633,29.586155,16.73,30.08,18.02,47.17,112.16,908.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 17:50:00,131.963463,29.581377,17.22,32.57,7.14,61.14,116.96,976.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 18:00:00,131.984281,29.576587,17.68,31.88,4.49,220.58,110.34,986.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 18:10:00,132.005085,29.571784,21.64,55.69,8.71,81.62,126.34,1755.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 18:20:00,132.025876,29.566968,18.01,34.05,19.52,260.69,117.43,1029.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 18:30:00,132.046654,29.562139,17.79,30.77,3.86,261.75,119.05,909.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 18:40:00,132.067419,29.557298,18.49,34.43,8.61,215.17,116.57,1043.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 18:50:00,132.088169,29.552445,17.72,34.69,11.86,281.38,119.89,1029.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 19:00:00,132.108906,29.547578,17.36,30.39,6.86,294.12,122.24,852.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 19:10:00,132.12963,29.5427,17.31,33.09,19.94,355.93,122.35,1000.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 19:20:00,132.150339,29.537808,16.71,33.94,11.82,90.13,111.47,993.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 19:30:00,132.171034,29.532905,17.42,31.13,10.74,140.58,111.14,909.8,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 19:40:00,132.191715,29.527988,16.84,32.58,3.31,275.37,122.34,967.0,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 19:50:00,132.212382,29.523059,17.67,36.17,18.06,143.34,100.71,1122.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 20:00:00,132.233035,29.518118,18.05,35.13,10.13,325.85,115.54,976.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 20:10:00,132.253673,29.513164,17.91,32.65,9.34,178.54,122.52,952.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 20:20:00,132.274296,29.508198,17.83,34.13,4.36,168.21,152.32,998.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 20:30:00,132.294905,29.503219,17.43,34.3,12.09,243.45,116.95,1068.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 20:40:00,132.315499,29.498228,18.11,34.6,10.83,296.42,124.42,1007.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 20:50:00,132.336078,29.493225,18.01,33.78,6.71,38.21,112.32,1023.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 21:00:00,132.356642,29.488209,17.21,31.39,16.52,295.24,120.17,946.5,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 21:10:00,132.377191,29.483181,18.04,32.96,9.69,299.16,115.49,1049.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 21:20:00,132.397724,29.47814,17.3,29.49,6.87,336.0,113.45,912.6,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 21:30:00,132.418243,29.473087,17.41,30.28,3.32,184.71,71.85,913.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 21:40:00,132.438745,29.468021,17.52,34.01,5.67,82.9,117.63,1077.4,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 21:50:00,132.459233,29.462944,18.86,44.03,8.87,323.53,119.65,1299.2,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 22:00:00,132.479704,29.457854,17.76,33.24,6.65,336.6,116.43,972.3,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 22:10:00,132.50016,29.452751,17.92,32.86,9.1,87.19,156.81,947.9,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 22:20:00,132.5206,29.447637,17.25,31.28,10.51,252.66,120.77,911.7,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
2024-01-10 22:30:00,132.541023,29.44251,16.88,30.6,10.38,71.51,124.76,970.1,12.29148073207424,远洋三号,VOYAGE_0004,深圳,悉尼
