timestamp,longitude,latitude,speed,fuel_consumption,wind_speed,wind_direction,course,engine_power,draft,vessel_name,voyage_id,departure_port,arrival_port
2024-01-05 00:00:00,112.539793,27.181733,15.59,26.16,19.51,202.2,115.76,793.4,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 00:10:00,112.553504,27.184777,15.67,29.62,5.05,312.56,78.54,785.9,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 00:20:00,112.567215,27.187818,15.8,29.01,9.14,317.77,78.28,816.6,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 00:30:00,112.580926,27.190853,14.96,28.19,7.33,120.11,82.1,867.0,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 00:40:00,112.594637,27.193885,15.47,27.33,19.26,59.61,75.8,820.4,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 00:50:00,112.608348,27.196911,16.26,29.14,5.55,136.92,77.64,855.2,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 01:00:00,112.622059,27.199934,16.2,31.34,19.71,272.81,78.51,906.2,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 01:10:00,112.635769,27.202951,15.37,26.59,12.23,103.31,84.92,786.5,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 01:20:00,112.64948,27.205964,15.48,27.93,17.28,356.14,84.64,818.3,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 01:30:00,112.66319,27.208973,15.71,26.43,16.79,252.38,80.97,856.1,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 01:40:00,112.6769,27.211977,15.33,27.18,8.05,259.3,74.25,866.2,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 01:50:00,112.69061,27.214976,15.66,29.03,9.13,232.21,75.99,869.2,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 02:00:00,112.704319,27.217971,15.94,31.72,17.32,90.29,74.4,972.1,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 02:10:00,112.718028,27.220962,16.01,29.91,10.66,241.82,83.0,934.4,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 02:20:00,112.731737,27.223948,15.72,28.95,3.17,323.5,87.71,959.5,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 02:30:00,112.745446,27.226929,15.76,29.37,5.39,149.1,82.55,990.1,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 02:40:00,112.759154,27.229906,15.49,28.39,15.64,138.95,75.5,827.3,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 02:50:00,112.772862,27.232879,15.22,26.07,7.29,107.28,75.48,777.4,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 03:00:00,112.786569,27.235846,15.42,27.25,4.71,236.65,79.82,846.3,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
2024-01-05 03:10:00,112.800276,27.23881,10.65,44.52,18.07,189.41,80.28,1376.8,12.224212469181165,远洋二号,VOYAGE_0003,宁波,洛杉矶
